name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,maintainence_duration
Hyundai i20 Asta Option 1.4 CRDi,2015,500000,80000,Diesel,Individual,Manual,First Owner,84
Hyundai Santro Xing XG eRLX Euro III,2005,70000,170000,Petrol,Individual,Manual,Third Owner,29
Honda Amaze S i-Dtech,2013,349000,120000,Diesel,Individual,Manual,First Owner,111
Hyundai i20 1.2 Sportz,2012,330000,90000,Petrol,Individual,Manual,Third Owner,247
Hyundai Santro Xing GLS,2010,120000,90000,Petrol,Individual,Manual,Third Owner,139
Hyundai Verna 1.6 SX CRDi (O),2013,430000,100000,Diesel,Individual,Manual,Second Owner,23
Maruti Swift VDI BSIV,2014,390000,90000,Diesel,Individual,Manual,First Owner,28
Nissan Micra Diesel XV Primo,2012,225000,129000,Diesel,Individual,Manual,First Owner,209
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,350000,186000,Diesel,Individual,Automatic,Second Owner,197
Tata Sumo LX,2009,100000,66778,Diesel,Individual,Manual,First Owner,177
Hyundai EON Era Plus,2014,190000,50000,Petrol,Individual,Manual,First Owner,233
Hyundai i20 Sportz 1.4 CRDi,2014,315000,110000,Diesel,Individual,Manual,Second Owner,201
Hyundai Grand i10 CRDi Magna,2015,300000,60000,Diesel,Individual,Manual,Second Owner,248
Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,First Owner,251
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000,55000,Diesel,Dealer,Manual,First Owner,130
Hyundai EON Era Plus,2015,295000,21000,Petrol,Dealer,Manual,Second Owner,121
Jaguar XF 5.0 Litre V8 Petrol,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner,133
Hyundai Creta 1.6 VTVT AT SX Plus,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner,129
Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000,10000,Petrol,Individual,Automatic,First Owner,65
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner,22
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,256
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,164
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,230
Volkswagen Polo GTI,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner,181
Renault Pulse RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,256
Maruti Celerio VXI AMT BSIV,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,236
Honda Brio V MT,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,94
Maruti Baleno Alpha 1.3,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,195
Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,193
Honda City i VTEC V,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,244
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner,129
Toyota Innova Crysta 2.4 GX AT,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,117
Tata Tiago 1.2 Revotron XZ,2018,539000,10000,Petrol,Individual,Manual,First Owner,149
Maruti Celerio ZXI,2017,420000,50000,Petrol,Individual,Manual,First Owner,125
Maruti Omni E 8 Str STD,2001,85000,70000,Petrol,Individual,Manual,Third Owner,142
OpelCorsa 1.6Gls,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,111
Hyundai EON D Lite,2014,180000,76000,Petrol,Individual,Manual,Second Owner,50
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000,120000,Diesel,Individual,Manual,Second Owner,25
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000,170000,Diesel,Individual,Automatic,Third Owner,170
Hyundai Santro Xing XG,2003,85000,110000,Petrol,Individual,Manual,Second Owner,242
Honda Brio 1.2 S MT,2016,350000,63400,Petrol,Individual,Manual,First Owner,178
Datsun GO Plus T BSIV,2015,380000,25000,Petrol,Individual,Manual,First Owner,177
Hyundai i10 Era,2009,140000,80000,Petrol,Individual,Manual,Third Owner,19
Maruti Wagon R VXI BS IV,2012,200000,90000,Petrol,Individual,Manual,First Owner,233
Hyundai Santro Xing GL,2011,150000,157000,Petrol,Individual,Manual,First Owner,41
Tata Indica Vista Quadrajet LS,2012,150000,80000,Diesel,Individual,Manual,Second Owner,118
Maruti 800 Std BSII,2006,90000,40000,Petrol,Individual,Manual,Second Owner,170
Mahindra Bolero SLX 2WD,2007,300000,100000,Diesel,Individual,Manual,Second Owner,200
Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,First Owner,157
Maruti Alto K10 2010-2014 VXI,2011,200000,40000,Petrol,Individual,Manual,First Owner,253
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000,38500,Petrol,Individual,Manual,Second Owner,188
Hyundai i10 Magna,2008,140000,103921,Petrol,Individual,Manual,Second Owner,60
Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,First Owner,112
Honda City i-VTEC VX,2018,1150000,14825,Petrol,Dealer,Manual,First Owner,86
Honda BR-V i-DTEC VX MT,2016,910000,43377,Diesel,Dealer,Manual,First Owner,124
Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Dealer,Manual,First Owner,164
Maruti Zen LX,2004,105000,79000,Petrol,Individual,Manual,Second Owner,214
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,190
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner,83
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,174
Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner,88
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner,151
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,214
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner,223
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,133
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,109
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,35
Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,First Owner,111
Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,71
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,First Owner,130
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,First Owner,157
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner,67
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,254
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,95
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,First Owner,155
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner,30
Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,First Owner,170
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,251
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,80
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,200
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,130
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,80
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,218
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,17
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,46
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,203
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,255
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,200
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,192
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,79
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,17
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,47
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,8
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,97
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,125
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,64
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,84
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner,235
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner,115
BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner,134
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,27
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,114
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,74
Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,97
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,231
Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner,123
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner,95
Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,125
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,61
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner,0
Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner,103
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,104
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner,187
Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,186
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,110
Maruti Baleno Alpha 1.3,2017,650000,70000,Diesel,Individual,Manual,First Owner,241
Chevrolet Spark 1.0 LS,2011,140000,60000,Petrol,Individual,Manual,Second Owner,120
Maruti Alto LXi,2011,150000,70000,Petrol,Individual,Manual,First Owner,39
Datsun GO Plus A Option Petrol,2018,450000,10000,Petrol,Individual,Manual,Second Owner,37
Hyundai Accent CRDi,2006,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,208
Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Individual,Manual,First Owner,36
Tata Tiago 1.2 Revotron XE,2016,300000,30000,Petrol,Individual,Manual,First Owner,179
Maruti Alto 800 Base,2012,250000,8000,Petrol,Individual,Manual,First Owner,142
Tata Tigor 1.2 Revotron XM,2019,500000,10000,Petrol,Individual,Manual,First Owner,192
Hyundai Accent CRDi,2002,85000,100000,Diesel,Individual,Manual,Third Owner,187
Nissan Sunny Diesel XL,2012,300000,110000,Diesel,Individual,Manual,First Owner,47
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner,230
Mahindra XUV500 AT W8 FWD,2015,740000,45000,Diesel,Dealer,Automatic,First Owner,178
Hyundai Santro Xing XG,2005,70000,68500,Petrol,Dealer,Manual,First Owner,178
Hyundai Santro Sportz AMT,2019,484999,5007,Petrol,Dealer,Automatic,First Owner,252
Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,First Owner,126
Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,First Owner,144
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,Diesel,Dealer,Automatic,First Owner,180
Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner,230
BMW 7 Series 730Ld,2006,1050000,30000,Diesel,Dealer,Automatic,First Owner,243
Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,First Owner,146
Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,Diesel,Dealer,Automatic,First Owner,141
Hyundai i10 Sportz 1.2,2011,235000,43100,Petrol,Dealer,Manual,First Owner,231
Datsun GO Plus T,2017,350000,10171,Petrol,Dealer,Manual,First Owner,48
Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,First Owner,141
Toyota Camry Hybrid 2.5,2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,221
Honda City i DTec SV,2014,450000,40000,Diesel,Dealer,Manual,First Owner,217
Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Dealer,Manual,First Owner,195
Mahindra Marazzo M2 8Str,2019,900000,20000,Diesel,Individual,Manual,First Owner,27
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Dealer,Manual,First Owner,74
Chevrolet Spark 1.0 LS,2009,135000,90000,Petrol,Individual,Manual,First Owner,88
Maruti Celerio ZXI MT BSIV,2019,425000,3700,Petrol,Individual,Manual,First Owner,40
Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,6
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Individual,Manual,Second Owner,124
Tata Indica Vista Aqua 1.4 TDI,2011,90000,54000,Diesel,Individual,Manual,First Owner,62
Hyundai EON Era Plus,2017,250000,19000,Petrol,Individual,Manual,First Owner,234
Maruti Swift Dzire VDI,2014,300000,120000,Diesel,Individual,Manual,First Owner,13
Maruti Wagon R VXI BS IV,2014,275000,30000,Petrol,Individual,Manual,First Owner,84
Honda BRV i-VTEC V MT,2017,600000,43500,Petrol,Individual,Manual,First Owner,86
Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,Second Owner,135
Renault KWID RXT Optional,2016,240000,70000,Petrol,Individual,Manual,Second Owner,62
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner,180
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner,199
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner,75
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,First Owner,33
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,First Owner,215
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,First Owner,75
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,First Owner,198
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner,199
Audi A4 30 TFSI Technology,2018,3100000,22000,Petrol,Individual,Automatic,First Owner,49
Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,First Owner,28
Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,Third Owner,228
Honda Amaze VX Petrol BSIV,2018,690000,39000,Petrol,Dealer,Manual,First Owner,125
Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,First Owner,212
Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,First Owner,116
Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,First Owner,37
Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,Second Owner,176
Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,First Owner,27
Maruti Zen Estilo Sports,2008,140000,120000,Petrol,Individual,Manual,First Owner,26
Maruti Ertiga ZDI Plus,2019,1100000,30000,Diesel,Individual,Manual,First Owner,120
Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,First Owner,185
Maruti Swift VXI,2013,370000,90000,Petrol,Individual,Manual,First Owner,116
Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Individual,Manual,Second Owner,54
Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner,120
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,Second Owner,191
Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Individual,Manual,First Owner,97
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,Second Owner,148
Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,6
Maruti Omni 5 Str STD,1998,65000,60000,Petrol,Dealer,Manual,Third Owner,28
Maruti Swift Dzire VDI,2015,650000,58000,Diesel,Individual,Manual,First Owner,251
Maruti Wagon R LX BS IV,2014,350000,40000,Petrol,Dealer,Manual,First Owner,245
Maruti Wagon R LXI,2005,75000,70000,Petrol,Individual,Manual,Second Owner,29
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000,70000,Diesel,Dealer,Manual,First Owner,145
Hyundai Santro Xing GLS,2013,270000,60000,Petrol,Individual,Manual,First Owner,158
Toyota Innova 2.5 V Diesel 7-seater,2014,1150000,135000,Diesel,Dealer,Manual,First Owner,118
Maruti Omni 8 Seater BSII,2015,238000,70000,Petrol,Dealer,Manual,First Owner,238
Mercedes-Benz B Class B180 Sports,2013,1100000,40000,Petrol,Individual,Automatic,Second Owner,153
Mahindra XUV500 W10 2WD,2015,1200000,75000,Diesel,Dealer,Manual,Second Owner,8
Skoda Fabia 1.2L Diesel Ambiente,2010,260000,150000,Diesel,Individual,Manual,First Owner,196
Toyota Etios VD,2012,350000,140000,Diesel,Individual,Manual,Third Owner,69
Toyota Etios Liva VD,2015,480000,70000,Diesel,Individual,Manual,First Owner,221
Toyota Etios Liva GD,2012,345000,137250,Diesel,Individual,Manual,Second Owner,76
Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Individual,Manual,Second Owner,110
Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Dealer,Manual,First Owner,51
Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Dealer,Manual,First Owner,155
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,143
Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car,114
Hyundai Santro Asta,2018,515000,16000,Petrol,Dealer,Manual,First Owner,54
Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car,179
Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,First Owner,204
Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Individual,Manual,First Owner,217
Nissan Terrano XL P,2017,844999,30000,Petrol,Individual,Manual,First Owner,208
Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Individual,Manual,First Owner,223
Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Individual,Manual,First Owner,227
Toyota Camry M/t,2008,650000,75000,Petrol,Individual,Manual,Second Owner,232
Maruti Alto K10 LXI,2010,175000,64000,Petrol,Dealer,Manual,First Owner,129
Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Individual,Manual,First Owner,43
Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,First Owner,218
Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Individual,Manual,First Owner,71
Toyota Corolla H3,2003,95000,120000,Petrol,Individual,Automatic,Second Owner,212
Maruti Celerio ZXI,2019,490000,20000,Petrol,Dealer,Manual,First Owner,85
Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Individual,Manual,First Owner,72
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Dealer,Manual,First Owner,36
Maruti Alto 800 LXI,2013,225000,47000,Petrol,Dealer,Manual,First Owner,6
Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Individual,Manual,First Owner,98
Maruti Alto 800 LXI,2018,305000,35000,Petrol,Dealer,Manual,First Owner,211
Maruti Wagon R Duo Lxi,2010,240000,50000,LPG,Dealer,Manual,First Owner,90
Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Dealer,Manual,First Owner,26
Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Dealer,Manual,First Owner,110
Mahindra Bolero B4,2017,800000,75000,Diesel,Dealer,Manual,First Owner,62
Maruti Celerio VXI,2017,430000,93000,Petrol,Dealer,Manual,First Owner,92
Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Dealer,Manual,Second Owner,251
Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Dealer,Manual,First Owner,192
Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,First Owner,109
Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Dealer,Manual,First Owner,85
Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Dealer,Manual,Second Owner,0
Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Dealer,Manual,First Owner,201
Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Individual,Manual,First Owner,87
Maruti Swift ZDi,2012,350000,55000,Diesel,Dealer,Manual,First Owner,80
Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Individual,Manual,Second Owner,100
Toyota Innova 2.5 V Diesel 8-seater,2009,350000,350000,Diesel,Individual,Manual,First Owner,99
Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Individual,Manual,First Owner,95
Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Individual,Manual,First Owner,113
Hyundai EON Era Plus,2018,270000,20000,Petrol,Individual,Manual,First Owner,43
Maruti Alto LXi,2007,90000,100000,Petrol,Individual,Manual,Second Owner,107
Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Individual,Manual,First Owner,234
Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,Second Owner,34
Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000,267000,Diesel,Individual,Manual,Second Owner,148
Mahindra Scorpio 2.6 CRDe,2005,175000,250000,Diesel,Individual,Manual,Second Owner,19
Mahindra Xylo D2,2011,350000,140000,Diesel,Individual,Manual,Second Owner,3
Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Dealer,Automatic,First Owner,251
Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Dealer,Manual,Second Owner,113
Honda City i-VTEC VX,2018,1000000,28635,Petrol,Dealer,Manual,First Owner,53
Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Dealer,Manual,First Owner,213
Maruti Celerio VXI,2014,300000,82000,Petrol,Dealer,Manual,Second Owner,9
Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Dealer,Manual,Second Owner,65
Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Dealer,Manual,First Owner,119
Maruti Ritz VXi,2010,265000,42000,Petrol,Individual,Manual,First Owner,57
Honda City i DTEC V,2014,515000,90000,Diesel,Individual,Manual,Second Owner,196
Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,First Owner,15
Maruti Alto LXi,2009,140000,80000,Petrol,Individual,Manual,Second Owner,230
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,940000,128000,Diesel,Individual,Manual,First Owner,167
Nissan Terrano XV Premium 110 PS,2013,750000,80000,Diesel,Individual,Manual,First Owner,18
Maruti Baleno Alpha 1.3,2016,610000,100000,Diesel,Individual,Manual,First Owner,185
Nissan Sunny XV D Premium Leather,2015,450000,50000,Diesel,Individual,Manual,First Owner,125
Toyota Etios Liva GD,2012,409999,56000,Diesel,Individual,Manual,First Owner,130
Hyundai EON 1.0 Era Plus,2018,100000,21302,Petrol,Individual,Manual,First Owner,150
Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Individual,Manual,First Owner,37
Mahindra TUV 300 T8,2017,650000,80000,Diesel,Individual,Manual,First Owner,53
Hyundai Getz 1.3 GLS,2010,150000,105546,Petrol,Individual,Manual,First Owner,175
Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Individual,Manual,First Owner,214
Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Individual,Manual,Second Owner,206
Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Individual,Manual,First Owner,43
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,227
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Individual,Manual,First Owner,13
Toyota Etios GD,2011,350000,120000,Diesel,Individual,Manual,Third Owner,150
Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Individual,Manual,First Owner,39
Mahindra Scorpio VLX 2WD BSIV,2014,700000,130000,Diesel,Individual,Manual,Third Owner,115
Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner,214
Maruti Alto K10 VXI,2015,320000,60000,Petrol,Individual,Manual,Second Owner,215
Honda City 1.5 S MT,2011,310000,110000,Petrol,Individual,Manual,First Owner,26
Honda City i DTEC VX,2014,700000,130000,Diesel,Individual,Manual,First Owner,138
Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Individual,Manual,Second Owner,18
Maruti Swift Dzire VDi,2009,150000,120000,Diesel,Individual,Manual,Second Owner,60
Honda Amaze E i-Dtech,2015,300000,104000,Diesel,Individual,Manual,Second Owner,140
Maruti Swift Dzire LXi,2011,150000,100000,Petrol,Individual,Manual,Second Owner,48
Honda City 1.3 EXI,2003,120000,132343,Petrol,Individual,Manual,Second Owner,226
Hyundai Creta 1.4 CRDi S Plus,2016,950000,90000,Diesel,Individual,Manual,Second Owner,73
Maruti Wagon R VXI BS IV,2007,100000,60000,Petrol,Individual,Manual,Second Owner,23
Honda Jazz 1.5 SV i DTEC,2015,450000,76000,Diesel,Individual,Manual,First Owner,201
Maruti 800 EX,2004,30000,60000,Petrol,Individual,Manual,Third Owner,126
Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000,30000,Petrol,Individual,Manual,Second Owner,165
Tata Indigo LS,2010,250000,96000,Diesel,Individual,Manual,Second Owner,56
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,254
Toyota Etios Liva 1.4 VD,2017,425000,36000,Diesel,Dealer,Manual,First Owner,30
Honda Amaze VX O iDTEC,2017,550000,12997,Diesel,Dealer,Manual,First Owner,219
Maruti Ciaz 1.4 AT Zeta,2017,500000,40000,Petrol,Individual,Automatic,First Owner,32
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,167
